url,message
https://github.com/spring-projects/spring-boot/commit/05e6af23cf2e60d5c61388fbb954bd56f00b9f94,Prepend without replacing in HttpMessageConverters  <enter> It was incorrect to simply replace existing instances because you can't tell from the instance which media types and java types it supports. This fix just prepends the custom converters so they get higher priority. <enter>  Fixes   <issue_link> 
https://github.com/square/retrofit/commit/238a9e59e69d61479a4505dba5f5659a599c699f,"Doc error. `@QueryMap` with `encoded=true` will stop default url encoding. So, calling with `foo.list(ImmutableMap.of('foo', 'foo+bar'))` yields '/search?foo=foo+bar' instead of '/search?foo=foo%2Bbar'. "
https://github.com/square/retrofit/commit/f4ee9e28a6380662ea0ab8a9a02adbd021ef55e8,Added more tests for RxJava Single type support  <enter> Single.toBlocking() is present since RxJava 1.0.16 version. 
https://github.com/spring-projects/spring-boot/commit/09200361defde95ec48bd9169ab5db7590c9440b,"Align expectations of various JMX configurations  <enter> They all want to create an MBeanServer and when that happens user sees no MBeans, or sometimes just one set (Spring Core, Spring Integration or Spring Boot). To harmonise them we create a  @bean  of type MBeanServer and link to it in the other autoconfigs <enter>  Fixes   <issue_link> "
https://github.com/spring-projects/spring-boot/commit/2516dc033f909281702dfd2f99e8d0f05d59af8b,"Fix documentation example  <enter> Previously, the nested private static class would cause an error at startup stating that it was not accessible when trying to bind the property from the environment. The nested class should be public. <enter>  Closes   <pr_link> "
https://github.com/apache/dubbo/commit/fa157deadf65d00c9884d611430ec78e585840ff,Refactor: remove NetUtils.getHostAddress() and relace it with NetUtils.getLocalHost() ( <pr_link> ) 
https://github.com/apache/dubbo/commit/f9f10ba5225e80c34953f56123ac1702c13e45c7,"In order to facilitate the consumer to better locate the failure of provider token check, the token value called by consumer will be printed out in the exception information ( <pr_link> ) "
https://github.com/square/okhttp/commit/bffee2336725dde0f74933d5a7d12536c9bcbd06,"Introduce intermediate storage for frame contents.  <enter> This eliminates the need to always send a frame for every FrameSink#write and to always send an empty frame for FrameSink#close. Now, we only emit bytes once Okio reports complete segments. "
https://github.com/square/okhttp/commit/ba5d3e278b027ee7a2cb741a1bec3646f9d11e16,Migrate from Travis to GitHub Action for publishing 
https://github.com/square/okhttp/commit/fd509b937c4a5438fe02ddf06ade5ad56736af5d,Inject a leading . for better matching under JavaNetCookieJar  <enter> Closes :  <issue_link> 
https://github.com/junit-team/junit4/commit/078e45bd31a9920e00633ad6ce658e22529304f2,Brought in old JUnit4ClassRunner for compatibility. Renamed new JUnit4ClassRunner to BlockJUnit4ClassRunner. 
https://github.com/square/retrofit/commit/00d3f9070e15e514430e5dbb2aec602547c3c92d,AndroidLog: Added getTag() and logChunk() methods  for easier subclassing. 
https://github.com/square/okhttp/commit/18f3564a4f2b17c3067e7f02337e3909ba5cb3ba,Update deploy_snapshot.sh to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> ) 
https://github.com/apache/dubbo/commit/793bf8244411c33b675e08f1499122bc82654d44,Defensive check to solve issue <issue_link> ( <pr_link> ) 
https://github.com/square/okhttp/commit/c8638813ff5f90715417e489b342aae5e410c5b2,Build setup tweak to work around release plugin bug.  <enter> http://jira.codehaus.org/browse/MRELEASE-812 
https://github.com/junit-team/junit4/commit/610b38e6c9753ab01b8aef093d2fcaeabe3a7a32,Updated release notes  <enter> Signed-off-by: Kent Beck <kent@threeriversinstitute.org> 
https://github.com/square/okhttp/commit/0665b628fafec38271d7a66421ae04c7fd35dd29,Add support for following HTTP 307 temporary redirects.  <enter> Fixes Android bug 41739. 
https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be,"Introduce Exchange.  <enter> This is the payoff that preceding changes have been working towards. This splits StreamAllocation into three parts: <enter>  - ExchangeFinder: strategy to allocate connections for exchanges  - Exchange: a single request/response pair  - Transmitter: a sequence of exchanges for a Call <enter> The refactoring isn't totally complete, but this should be the last big one. <enter>  <issue_link> "
https://github.com/square/okhttp/commit/e36d7ecc26be18021da3555fc8b14381df7af34d,"Fix flakiness in CallTest.cancelTagImmediatelyAfterEnqueue()  <enter> There's a race where the HTTP engine has been created, but not yet connected and the cancel isn't as immediate as it could be. Fix the test by making sure there's a response to be retrieved. <enter> With the upcoming connection pool changes we might make the implementation more robust. <enter>  Closes :  <issue_link> "
https://github.com/spring-projects/spring-boot/commit/8a0f0354dfed2fc6d4cb1b046ec03fe5b7ff1146,"Disable Log4J2's shutdown hook by default  <enter> Log4J2 enables its shutdown hook by default. When the JVM is exiting, this creates a race between logging that happens during the application context being closed and Log4J2 being shut down such that the logging is lost. <enter> This commit updates SpringBootConfigurationFactory so that it produces a custom sub-class of DefaultConfiguration that disables the shutdown hook by default. In addition to solving the problem described above, this also aligns the Log4J2 logging system with the logging.register-shutdown-hook property which defaults to false. <enter>  Closes   <issue_link> "
https://github.com/square/retrofit/commit/54c8e17ad51bd35e75009233c3be6cdc3afe310e,Update documentation for handling of @field and @part values. 
https://github.com/junit-team/junit4/commit/16a2b51b9d9425cd7dacad85e2df97985996ca8d,"Disable parts of doclint for the site's javadoc.  <enter> This is a follow-up to  <otherCommit_link> . That commit is missing to apply the doclint rules to site generation. Hence the site goal fails because of doclint issues. Now doclint is disabled for all groups but accessibility and reference for the site generation, too. "
https://github.com/square/okhttp/commit/5569a0d20f4669ddde8227d8777de54ddf373181,Remove obsolete @JvmField 
https://github.com/square/retrofit/commit/26d19ea8877696a253be8c00b2baed6b359baaa2,Java 7 is required since <otherCommit_link> 
https://github.com/square/okhttp/commit/4ab6a8258b0df3a3528029f810e1f48952dba2d7,Remove old SSL protocol method. 
https://github.com/square/okhttp/commit/18b2660873ed8f028ee72981c882ed676aa08030,"New CertificateAuthorityCouncil class to normalize certificate chains.  <enter> The goal of this is to get the root CA certificate into the certificate chain, so that it can be considered by the certificate pinner. The work to integrate CertificateAuthorityCouncil with CertificatePinner will come in a follow-up PR. <enter> See:  <issue_link> "
https://github.com/spring-projects/spring-boot/commit/205fa2507b019f5e1348f6bc554fdd18691152ba,Remove maven-eclipse-plugin as it has been retired  <enter> Closes   <pr_link> 
https://github.com/square/okhttp/commit/cf63fcc48ae3e1dc3fb32120ca2fb04877fa041e,Remove creation of 'fat' jar.  <enter> Since the 'okhttp-protocols' module no longer exists we do not need to create this. 
https://github.com/junit-team/junit4/commit/5eee07b3e21f196b8cb937fb88eb8cf4be694f76,"Optimize ParentRunner.filter for nested suites  <enter> Prior to this change, applying a filter to a nested suite would create redundant nested filters "
https://github.com/square/retrofit/commit/b6748ac88759a4768c1003930bb5c921ac49d8d1,Mark GSON as provided since we jarjar it in. 
https://github.com/junit-team/junit4/commit/24dfdd762e753c83babca3768d4b508cf5c6a86c,Fix dead link to the ant task in FAQ ( <pr_link> )  <enter> Documentation to the ant junit task has been moved to another location. 
https://github.com/square/okhttp/commit/50999cceb5f5bcdaf79baa5ac7eeef90c72bda8d,"Move out of the libcore package.  <enter> To promote the code into AOSP, we'll keep this package as-is and do the jarjar in Android instead. "
https://github.com/square/okhttp/commit/5ba145aa6c737878281c3fc655657002320b71c0,"Limit recovery attempts for REFUSED_STREAM errors  <enter> We limit per-connection retries but not per-call retries, so this was creating large numbers of connections each of which called the server and accepted yet another REFUSED_STREAM. <enter> Instead we fail sooner with a StreamResetException. <enter> This shows that the ExchangeFinder interface is still somewhat inadequate to support all of the use cases we have. "
https://github.com/apache/dubbo/commit/5caa422add46efa9b6de8c0e763e1ccecbcbfacd,just for modify comments and imports ( <pr_link> ) 
https://github.com/square/retrofit/commit/745e29b7832c3cc37e7b6d395aded79a908c3bbc,"Remove deprecated error identifier.  <enter> This whole class is probably going to die or morph, but killing off tech debt before major refactorings makes me feel good. "
https://github.com/spring-projects/spring-boot/commit/5afe4743cbf4ff69ffe4bbcefa4508b1a4ac6f4b,Remove deprecated configuration properties  <enter> This commit removes the following deprecated properties: <enter> * `server.connection-timeout` * `server.use-forward-headers` * `server.jetty.max-http-post-size` * `server.tomcat.max-http-post-size` <enter>  Closes   <issue_link> 
https://github.com/spring-projects/spring-boot/commit/24e873cd7c2608e642fd6e90460bc98079ba4e27,Move files from /.eclipse into /eclipse  <enter> Move the `eclipse.properties` file from `.eclipse` into `eclipse` since the IDE plugin supports both. 
https://github.com/square/okhttp/commit/0e0f3a2d8d95278bf362eaeb08f13516e383fafd,"Push OkHttp 3.14.x into the sea. It is no longer supported. ( <pr_link> )  <enter> OkHttp 4.x is our only branch receiving security fixes, bug fixes, and new features. <enter> OkHttp 3.12.x gets security fixes only. "
